fecha_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,es_trata,subtema,provincia,localidad,dependencia_alta,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_tipo,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,provincia_indec_id
2021-04-20,7594842515,Urgencia,Ciudadano,Si,Violencia de género,0,Física,Buenos Aires,Buenos Aires,Línea 145,,,,,Consultante,,,75,6
2021-04-20,8405842515,Urgencia,Ciudadano,Si,Trata,1,Persona desaparecida,,,Línea 145,,,,,Consultante,,,32,
2021-04-20,9405842515,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Buenos Aires,Línea 145,,Uruguay,Buenos Aires,CABA CABA,Consultante,,Mujer,50,6
2021-04-20,505842515,Urgencia,Ciudadano,Si,Trata,1,Otro,,,Línea 145,,,,,,,,,
2021-04-20,8415842515,Urgencia,Ciudadano,Si,Trabajo,0,Cuestiones salariales o de registración,,,Línea 145,,,,,Consultante,,,50,
2021-04-20,515842515,Urgencia,Ciudadano,Si,Salud,0,Vacunación- covid-19,,,Línea 145,,,,,,,,,
2021-04-20,4515842515,Urgencia,Ciudadano,No,Violencia de género,0,Física,Salta,Salta,Línea 145,,Argentina,,,Consultante - ciudadano,,Mujer,40,66
2021-04-20,7515842515,Urgencia,Ciudadano,No,Víctima de delito,0,Otro (víctimas de delito),,,Línea 145,,Argentina,,,Consultante,,Mujer,40,
2021-04-20,9425842515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,Línea 145,,,,,,,,,
2021-04-20,525842515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,Línea 145,,,,,,,,,
2021-04-21,2535842515,Urgencia,Ciudadano,No,Consulta para organismo alojado en el caj,0,"Ministerio público de la defensa (nacional, provincial o municipal)",Buenos Aires,Virrey del Pino,Línea 145,,,,,,,,,6
2021-04-22,2555842515,Urgencia,Ciudadano,No,Trata,1,Relaciones de familia,Corrientes,Ciudad de Corrientes,Línea 145,,Argentina,Corrientes,Ciudad de Corrientes,Consultante,,Hombre,0,18
2021-04-22,7555842515,Urgencia,Ciudadano,No,Trata,1,No aplica,Buenos Aires,Quilmes,Línea 145,,Argentina,Buenos Aires,Quilmes,Consultante,,Mujer,0,6
2021-04-22,8465842515,Urgencia,Ciudadano,No,Seguridad social (protección social),0,Programas sociales,Santa Fe,Santa Fe,Línea 145,,,,,,,,,82
2021-04-22,9475842515,Urgencia,Ciudadano,No,Abuso sexual infantil,0,Abuso sexual infantil,Córdoba,Córdoba,Línea 145,,Argentina,,,Consultante - ciudadano,,Hombre,40,14
2021-04-22,575842515,Urgencia,Ciudadano,Si,Trabajo,0,Despidos,,,Línea 145,,,,,Consultante - ciudadano,,,0,
2021-04-22,1575842515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,Línea 145,,Uruguay,Buenos Aires,CABA CABA,Consultante - ciudadano,,Mujer,50,
2021-04-22,2575842515,Urgencia,Ciudadano,Si,Violencia de género,0,Física,,,Línea 145,,,,,Consultante,,,45,
2021-04-22,5575842515,Urgencia,Ciudadano,No,Violencia de género,0,Psicológica,,,Línea 145,,,,,Consultante,,Mujer,70,
2021-04-22,6575842515,Urgencia,Ciudadano,Si,Trata,1,Explotación laboral,Mendoza,Mendoza,Línea 145,,,,,Consultante,,,50,50
2021-04-23,3584942515,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,Mendoza,Mendoza,Línea 145,,,Mendoza,Mendoza,Consultante,,,55,50
2021-04-23,4584942515,Urgencia,Institución - juz fed 2 san isidro,No,Trata,1,Explotación laboral,,,Línea 145,,,,,Consultante,,,30,
2021-04-23,5584942515,Urgencia,Ciudadano,Si,Trata,1,Otro,,,Línea 145,,,,,,,,,
2021-04-23,6584942515,Urgencia,Ciudadano,Si,Salud,0,Salud mental,Santa Fe,Rosario,Línea 145,,,,,Consultante,,,60,82
2021-04-23,7584942515,Urgencia,Ciudadano,No,Trata,1,Pornografía infantil,Mendoza,Mendoza,Línea 145,,,Mendoza,Mendoza,Consultante - ciudadano,,Hombre,0,50
2021-04-23,9494942515,Urgencia,Ciudadano,No,Trata,1,Oferta laboral engañosa,Buenos Aires,Pilar,Línea 145,,,Buenos Aires,Pilar,,,,,6
2021-04-23,7594942515,Urgencia,Ciudadano,No,Abuso sexual infantil,0,Abuso sexual infantil,Córdoba,Córdoba,Línea 145,,Argentina,Córdoba,Córdoba,Consultante,,Hombre,0,14
2021-04-24,2505942515,Urgencia,Ciudadano,No,Salud,0,Salud mental,Córdoba,Córdoba,Línea 145,,,Córdoba,Córdoba,Consultante - ciudadano,,Mujer,60,14
2021-04-24,3505942515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,Mendoza,Mendoza,Línea 145,,,,,Consultante - ciudadano,,,50,50
2021-04-24,4505942515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,Línea 145,,,,,Consultante,,Mujer,55,
2021-04-24,5515942515,Urgencia,Ciudadano,Si,Trata,1,Explotación laboral,,,Línea 145,,,,,Consultante,,Mujer,80,
2021-04-24,7515942515,Urgencia,Ciudadano,No,Víctima de delito,0,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Línea 145,,,,,Consultante - ciudadano,,Mujer,50,2
2021-04-24,8425942515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,Buenos Aires,Mar del Plata,Línea 145,,,,,,,,,6
2021-04-25,9425942515,Urgencia,Institución - juzgado federal n° 1 de mendoza,No,Trata,1,Explotación sexual,Mendoza,Mendoza,Línea 145,,Argentina,Mendoza,Mendoza,,,,,50
2021-04-25,8435942515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,Línea 145,,,,,Consultante - ciudadano,,Mujer,40,
2021-04-26,3535942515,Urgencia,Ciudadano,No,Víctima de delito,0,Vulneración derechos del niño,,,Línea 145,,,,,,,,,
2021-04-26,2545942515,Urgencia,Ciudadano,Si,Víctima de delito,0,Contra la propiedad: robo o hurto,,,Línea 145,,,,,Consultante,,Mujer,70,
2021-04-26,8465942515,Urgencia,Ciudadano,Si,Trata,1,Datos de judicialización,,,Línea 145,,,,,Consultante,,Hombre,40,
2021-04-26,2565942515,Urgencia,Ciudadano,Si,Trabajo,0,Cuestiones salariales o de registración,,,Línea 145,,,,,Consultante,,Hombre,60,
2021-04-26,9475942515,Urgencia,Ciudadano,Si,Víctima de delito,0,Maltrato animal,,,Línea 145,,,,,Consultante,,Mujer,40,
2021-04-27,4584052515,Urgencia,Institución - dirección general de la mujer,No,Trata,1,Explotación sexual,Buenos Aires,José León Suárez,Línea 145,,Argentina,Buenos Aires,José León Suárez,Consultante - ciudadano,,Mujer,0,6
2021-04-27,9494052515,Urgencia,Ciudadano,Si,Violencia de género,0,Física,Santa Fe,Santa Fe,Línea 145,,,,,Consultante,,,60,82
2021-04-27,3594052515,Urgencia,Ciudadano,Si,Vivienda,0,Personas en situación de calle,Buenos Aires,Buenos Aires,Línea 145,,,,,Consultante,,,30,6
2021-04-27,2505052515,Urgencia,Ciudadano,Si,Trata,1,Explotación laboral,Mendoza,Villanueva,Línea 145,,Argentina,,,Consultante,,Mujer,30,50
2021-04-28,5505052515,Urgencia,Ciudadano,No,Trata,1,Violencia de género,Salta,,Línea 145,,Argentina,Salta,Salta,Consultante,,,30,66
2021-04-28,1515052515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Buenos Aires,Línea 145,,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,,0,6
2021-04-28,5515052515,Urgencia,Ciudadano,No,Víctima de delito,0,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",,,Línea 145,,,,,,,,,
2021-04-28,2525052515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,Línea 145,,,,,Consultante,Concurrió en otra oportunidad,Mujer,60,
2021-04-29,535052515,Urgencia,Ciudadano,No,Trata,1,Maltrato,,,Línea 145,,,,,,,,,
2021-04-29,2535052515,Urgencia,Ciudadano,Si,Violencia de género,0,Física,,,Línea 145,,,,,,,,,
2021-04-29,4545052515,Urgencia,Ciudadano,Si,Trata,1,Otro,,,Línea 145,,,,,,,,,
2021-04-29,8455052515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Entre Ríos,,Línea 145,,,,,Consultante - ciudadano,,,45,30
2021-04-29,555052515,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,San Juan,San Juan,Línea 145,,Argentina,San Juan,San Juan,,,,,70
2021-04-29,1555052515,Urgencia,Ciudadano,Si,Violencia de género,0,Sexual,Buenos Aires,Buenos Aires,Línea 145,,,,,Consultante,,,30,6
2021-04-29,3555052515,Urgencia,Ciudadano,Si,Trata,1,Abuso sexual infantil,Tucumán,San Miguel de Tucumán,Línea 145,,,,,Consultante,,Mujer,0,90
2021-04-30,6555052515,Urgencia,Ciudadano,Si,Salud,0,Salud mental,,,Línea 145,,,,,Consultante,,,40,
2021-04-30,7565052515,Urgencia,Ciudadano,No,Educación,0,Sospecha,Salta,Salta,Línea 145,,,,,,,,,66
2021-05-01,4584152515,Urgencia,Ciudadano,Si,Relaciones de familia,0,"Familiar con consumo problemático, adicciones o alcoholismo",,,Línea 145,,,,,Consultante,,Hombre,45,
2021-05-01,3505152515,Urgencia,Ciudadano,Si,Violencia de género,0,Sexual,Santa Fe,Santa Fe,Línea 145,,,,,Consultante - ciudadano,,,0,82
2021-05-02,4505152515,Emergencia,Ciudadano,Si,Relaciones de familia,0,"Familiar con consumo problemático, adicciones o alcoholismo",Buenos Aires,José C. Paz,Línea 145,,,,,Consultante - ciudadano,,Mujer,30,6
2021-05-03,525152515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,Línea 145,,,,,,,,,
2021-05-03,9435152515,Urgencia,Ciudadano,Si,Trata,1,No aplica,,,Línea 145,,,,,,,,,
2021-05-03,535152515,Urgencia,Ciudadano,No,Víctima de delito,0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",,,Línea 145,,,Buenos Aires,Villa la Florida,Consultante,,Hombre,35,
2021-05-03,6535152515,Urgencia,Ciudadano,Si,Salud,0,Violacion de cuarentena,,,Línea 145,,,,,Consultante,,Mujer,60,
2021-05-03,8445152515,Urgencia,Ciudadano,Si,Trata,1,Datos de judicialización,,,Línea 145,,,,,Consultante,,Hombre,40,
2021-05-03,545152515,Urgencia,Ciudadano,Si,Salud,0,Permiso de circulación,,,Línea 145,,,,,Consultante,,Hombre,30,
2021-05-03,2545152515,Urgencia,Ciudadano,No,Trata,1,Covid,,,Línea 145,,,,,,,,,
2021-05-03,3545152515,Urgencia,Ciudadano,Si,Víctima de delito,0,Aistencia psicológica,,,Línea 145,,,,,Consultante,,Mujer,40,
2021-05-03,8455152515,Urgencia,Ciudadano,Si,Salud,0,Salud mental,,,Línea 145,,,,,Consultante,,Mujer,45,
2021-05-03,9455152515,Urgencia,Ciudadano,No,Seguridad social (protección social),0,Anses,,,Línea 145,,,,,,,,,
2021-05-03,3565152515,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,,,Línea 145,,,,,Consultante - ciudadano,,Mujer,30,
2021-05-04,4565152515,Urgencia,Ciudadano,No,Trata,1,Posible captación,Buenos Aires,Avellaneda,Línea 145,,Argentina,Buenos Aires,Avellaneda,Consultante - ciudadano,,Mujer,50,6
2021-05-04,5575152515,Urgencia,Ciudadano,No,Trata,1,Consulta judicialización,,,Línea 145,,,,,Consultante,,,40,
2021-05-04,8484252515,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,Mendoza,Mendoza,Línea 145,,Argentina,Mendoza,Mendoza,Consultante,,,60,50
2021-05-04,1584252515,Urgencia,Institución - policia de la ciudad,No,Trata,1,Explotación laboral,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Línea 145,,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,,,,2
2021-05-04,4584252515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,Línea 145,,,,,,,,,
2021-05-05,8494252515,Urgencia,Ciudadano,Si,Salud,0,Problema con obra social o empresa de medicina prepaga,,,Línea 145,,,,,Consultante,,,50,
2021-05-05,1594252515,Urgencia,"Institución - centro de salud de paraná, entre ríos",Si,Trata,1,Consulta institucional,Entre Ríos,Paraná,Línea 145,,,,,Consultante,,,40,30
2021-05-05,2594252515,Urgencia,Ciudadano,No,Trata,1,Otro,,,Línea 145,,,,,,,,,
2021-05-05,9405252515,Urgencia,Ciudadano,No,Consulta para organismo alojado en el caj,0,"Ministerio público de la defensa (nacional, provincial o municipal)",Buenos Aires,Anderson,Línea 145,,,,,,,,,6
2021-05-05,505252515,Urgencia,Ciudadano,No,Trata,1,Salud mental,Entre Ríos,Paraná,Línea 145,,,,,,,,,30
2021-05-05,4505252515,Urgencia,Ciudadano,No,Violencia de género,0,Económica,,,Línea 145,,,,,,,,,
2021-05-06,4515252515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,Línea 145,,,,,,,,,
2021-05-06,7515252515,Urgencia,Ciudadano,Si,Violencia de género,0,Física,,,Línea 145,,,,,,,,,
2021-05-06,8425252515,Urgencia,Ciudadano,No,Víctima de delito,0,Otro (víctimas de delito),,,Línea 145,,,,,,,,,
2021-05-06,9425252515,Urgencia,Ciudadano,No,Violencia de género,0,Física,Jujuy,Ciudad Perico,Línea 145,,,,,Consultante - victima directa,,Mujer,0,38
2021-05-06,8435252515,Urgencia,Ciudadano,No,Violencia de género,0,Psicológica,Buenos Aires,Ezeiza,Línea 145,,,,,Consultante - ciudadano,,Mujer,60,6
2021-05-07,6545252515,Urgencia,Ciudadano,Si,Trata,1,Pornografía infantil,,,Línea 145,,,,,,,,,
2021-05-07,2555252515,Urgencia,Ciudadano,No,Trata,1,No aplica,Buenos Aires,La Plata,Línea 145,,Argentina,Buenos Aires,La Plata,,,,,6
2021-05-08,1584352515,Urgencia,Ciudadano,No,Víctima de delito,0,Contra la integridad sexual: abuso sexual de adultos/as o niños/as,,,Línea 145,,Argentina,Misiones,Leandro N. Alem,Consultante,,Mujer,45,
2021-05-08,1594352515,Urgencia,Ciudadano,Si,Víctima de delito,0,Consulta por ordenanza,Santa Cruz,,Línea 145,,,,,,,,,78
2021-05-09,7505352515,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Otra,teléfono institucional,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante - ciudadano,,Mujer,45,2
2021-05-10,3515352515,Urgencia,Ciudadano,Si,Relaciones de familia,0,"Cuidado personal, régimen comunicacional o custodia legal",,,Línea 145,,,,,Consultante - ciudadano,,Hombre,45,
2021-05-10,7525352515,Urgencia,Ciudadano,No,Trata,1,Datos de judicialización,,,Línea 145,,,,,Consultante,,,45,
2021-05-10,535352515,Urgencia,Ciudadano,No,Trata,1,Datos de judicialización,,,Línea 145,,,,,Consultante,,Mujer,45,
2021-05-10,1535352515,Urgencia,Ciudadano,No,Trata,1,Datos de judicialización,,,Línea 145,,,,,Consultante,,,45,
2021-05-11,4555352515,Urgencia,Ciudadano,Si,Violencia de género,0,Psicológica,,,Línea 145,,,,,Consultante,,,60,
2021-05-11,8465352515,Urgencia,Institución - asesoría de menores e incapaces n°1 de necochea.,No,Trata,1,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,La Plata,Línea 145,,Argentina,Buenos Aires,La Plata,,,,,6
2021-05-12,7575352515,Urgencia,Ciudadano,No,Salud,0,Vacuna covid 19,,,Línea 149,,,,,Consultante - ciudadano,,,0,
2021-05-13,1594452515,Urgencia,Institución - ministerio de la mujer de cordoba,No,Trata,1,Explotación sexual,Córdoba,Córdoba,Línea 145,,Argentina,Córdoba,Córdoba,,,,,14
2021-05-14,3505452515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,Línea 145,,,,,Consultante,,,60,
2021-05-15,7535452515,Urgencia,Ciudadano,No,Víctima de delito,0,Conflicto vecinal,Buenos Aires,Mar del Plata,Línea 145,,Argentina,Buenos Aires,Mar del Plata,Consultante,,Mujer,50,6
2021-05-15,8465452515,,Ciudadano,Si,Trata,1,No aplica,,,Otra,llamada no pertinente,,,,,,,,
2021-05-15,9465452515,Urgencia,Ciudadano,No,Relaciones de familia,0,"Cuidado personal, régimen comunicacional o custodia legal",Buenos Aires,Martín Coronado,Otra,Llamado desde la Línea por desaparición de personas,,,,Consultante - ciudadano,,Hombre,55,6
2021-05-17,7575452515,Urgencia,Institución - registro nacional de información de personas menores extraviadas,No,Trata,1,Explotación laboral,,,Línea 145,,,,,Consultante,,Mujer,30,
2021-05-17,9484552515,Urgencia,Ciudadano,Si,Trata,1,Datos de judicialización,,,Línea 145,,,,,Consultante,,Hombre,50,
2021-05-17,5584552515,Urgencia,Ciudadano,No,Daños y responsabilidad civil,0,Contenedor,,,Línea 145,,,,,,,,,
2021-05-17,4505552515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Avellaneda,Línea 145,,Argentina,Buenos Aires,Avellaneda,Consultante,,Mujer,25,6
2021-05-18,1525552515,Urgencia,Institución - enacom,No,Trata,1,No aplica,,,Línea 145,,,,,,,,,
2021-05-18,4525552515,Urgencia,Institución - enacom,No,Trata,1,Otro,,,Línea 145,,,,,,,,,
2021-05-18,6525552515,Urgencia,Ciudadano,Si,Salud,0,"Consumo problemático, adicciones o alcoholismo",,,Línea 145,,,,,Consultante,,,50,
2021-05-18,7525552515,Urgencia,Ciudadano,Si,Salud,0,Vacuna covid 19,,,Línea 145,,,,,Consultante,,,0,
2021-05-18,8435552515,Urgencia,Ciudadano,Si,Salud,0,Covid19,,,Línea 145,,,,,Consultante,,,50,
2021-05-18,6535552515,Urgencia,Ciudadano,No,Abuso sexual infantil,0,Abuso sexual infantil,Mendoza,Mendoza,Línea 145,,,,,,,,,50
2021-05-18,7535552515,Urgencia,Ciudadano,No,Justicia penal,0,Irregularidades en el proceso penal,Buenos Aires,Buenos Aires,Línea 145,,,,,Consultante - ciudadano,,Mujer,29,6
2021-05-19,1545552515,Urgencia,Ciudadano,No,Relaciones de familia,0,Violencia intrafamiliar,Tucumán,San Miguel de Tucumán,Línea 145,,,,,Consultante - ciudadano,,Mujer,52,90
2021-05-19,4545552515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Moreno,Línea 145,,Argentina,Buenos Aires,Moreno,Consultante,,Mujer,70,6
2021-05-19,5545552515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,Buenos Aires,Moreno,Línea 145,,,,,Consultante,,,70,6
2021-05-19,4555552515,Urgencia,Institución - hospital muñiz,No,Trata,1,Explotación sexual,,,Línea 145,,,,,Consultante - ciudadano,,Mujer,35,
2021-05-19,5555552515,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,,,Línea 145,,,,,,,,,
2021-05-19,6555552515,Urgencia,Ciudadano,Si,Salud,0,Covid-19,,,Línea 145,,,,,,,,,
2021-05-19,8465552515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,Línea 145,,,,,Consultante,,,70,
2021-05-19,9465552515,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,0,Pami,,,Línea 145,,,,,,,,,
2021-05-19,565552515,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Mar de Ajó,Línea 145,,,,,Consultante,,Mujer,50,6
2021-05-19,1565552515,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,,,Línea 145,,,,,,,,,
2021-05-20,7575552515,Urgencia,Ciudadano,No,Violencia de género,0,Psicológica,Corrientes,Corrientes,Línea 145,,Argentina,,,Consultante - victima directa,,Mujer,25,18
2021-05-20,9484652515,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,,,Línea 145,,,,,,,,,
2021-05-20,584652515,Urgencia,Institución - enacom,No,Trata,1,Otro,,,Línea 145,,,,,,,,,
2021-05-20,2584652515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Berazategui,Línea 145,,Argentina,Buenos Aires,Berazategui,,,,,6
2021-05-20,1594652515,Urgencia,Ciudadano,Si,Trata,1,Sectas,Buenos Aires,Mar del Plata,Línea 145,,,,,Consultante,,,55,6
2021-05-21,3505652515,Urgencia,Ciudadano,Si,Trata,1,Posible captación,Neuquén,Neuquén,Línea 145,,,,,Consultante,,,50,58
2021-05-21,5505652515,Urgencia,Ciudadano,No,Relaciones de familia,0,Violencia intrafamiliar,Buenos Aires,Mar del Plata,Línea 145,,,,,Consultante - ciudadano,,Hombre,50,6
2021-05-21,5515652515,Urgencia,Ciudadano,Si,Justicia penal,0,"Situación de personas investigadas, imputadas o procesadas penalmente",,,Línea 145,,,,,,,,,
2021-05-22,7535652515,Urgencia,Ciudadano,Si,Salud,0,Covid-19,,,Línea 145,,,,,Consultante,,Hombre,73,
2021-05-22,565652515,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,Tierra del Fuego,Ushuaia,Por Seguimiento,,Argentina,Tierra del Fuego,Ushuaia,,,,,94
2021-05-24,3584752515,Urgencia,Ciudadano,No,Trata,1,Informacion,,,Línea 145,,,,,Consultante,,Mujer,30,
2021-05-24,5584752515,Urgencia,Ciudadano,No,Víctima de delito,0,No refirió,,,Línea 145,,,,,,,,,
2021-05-24,594752515,Urgencia,Ciudadano,Si,Salud,0,Permisos de circulación,,,Línea 145,,,,,Consultante,,Mujer,73,
2021-05-24,6505752515,Urgencia,Ciudadano,Si,Víctima de delito,0,Conflicto vecinal,Formosa,Formosa,Línea 145,,,,,Consultante,,Mujer,73,34
2021-05-24,8415752515,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,0,Alquiler de vivienda  irregular,Buenos Aires,La Plata,Línea 145,,,,,Consultante,,Hombre,60,6
2021-05-26,545752515,Urgencia,Ciudadano,Si,Salud,0,Covid,Córdoba,Córdoba,Línea 145,,,,,Consultante,,,50,14
2021-05-26,4545752515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,Línea 145,,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante - ciudadano,,Mujer,45,
2021-05-26,7545752515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,Línea 145,,,,,Consultante - ciudadano,,,0,
2021-05-26,8455752515,Urgencia,Ciudadano,Si,Acceso a documentacion personal y certificaciones,0,Inscripción de los derechos de autor,,,Línea 145,,,,,Consultante - ciudadano,,,0,
2021-05-27,9475752515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Buenos Aires,Línea 145,,Argentina,Buenos Aires,Buenos Aires,Consultante - ciudadano,,Hombre,50,6
2021-05-27,7575752515,Urgencia,Ciudadano,Si,Trata,1,Explotación laboral,,,Línea 145,,,,,,,,,
2021-05-28,2505843515,Urgencia,Ciudadano,No,Justicia penal,0,Impedimento de visitas,Salta,Salta,Línea 145,,,,,Consultante,,Mujer,40,66
2021-05-29,7515843515,Urgencia,Ciudadano,No,Salud,0,Problemas de salud,,,Línea 145,,,,,Consultante - ciudadano,,,80,
2021-05-29,8425843515,Urgencia,Ciudadano,No,Trabajo,0,Titulo habilitante,Buenos Aires,Jeppener,Línea 145,,,,,Consultante - ciudadano,,Hombre,35,6
2021-05-29,1525843515,Urgencia,Ciudadano,Si,Víctima de delito,0,"Contra la libertad: privación de la libertad, amenazas, sustracción de identidad o posible desaparición de persona",Buenos Aires,Gómez,Línea 145,,,,,Consultante,,Hombre,45,6
2021-05-29,8435843515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Mendoza,Godoy Cruz,Línea 145,,,Mendoza,Godoy Cruz,Consultante,,Hombre,40,50
2021-05-29,535843515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,,,Línea 145,,,,,Consultante,,,50,
2021-05-29,1535843515,Urgencia,Ciudadano,Si,Salud,0,Salud mental,,,Línea 145,,,,,Consultante,,,40,
2021-05-29,8445843515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,Chaco,Resistencia,Línea 145,,,,,Consultante - ciudadano,,Hombre,35,22
2021-05-30,565843515,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Buenos Aires,Mar del Plata,Línea 145,,,Buenos Aires,Mar del Plata,Consultante - ciudadano,,Mujer,22,6
2021-05-31,7565843515,Urgencia,Ciudadano,Si,Trata,1,Datos de judicialización,,,Línea 145,,Argentina,,,Consultante - ciudadano,,Mujer,45,
2021-05-31,8475843515,Urgencia,Ciudadano,No,Salud,0,Pami,,,Línea 145,,,,,,,,,
2021-05-31,3575843515,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,0,"Empresas de telecomunicación (tv, cable, internet, telefonía o celulares)",,,Línea 145,,,,,Consultante,,Mujer,75,
2021-05-31,4584943515,Urgencia,Ciudadano,No,Trata,1,No aplica,,,Línea 145,,,,,,,,,
2021-05-31,2594943515,Urgencia,Ciudadano,Si,Relaciones de familia,0,Problemas económicos entre miembros de la familia,,,Línea 145,,,,,Consultante,,Hombre,24,
2021-06-01,7505943515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,40,
2021-06-01,8415943515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,40,
2021-06-01,1515943515,Urgencia,Ciudadano,No,Trata,1,Grooming,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-01,2515943515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-01,9425943515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,PNR - Línea 145,Línea 145,,,,Consultante,,,50,
2021-06-02,4535943515,Urgencia,Ciudadano,No,Salud,0,Maltrato adultos mayores,Mendoza,Rivadavia,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Hombre,0,50
2021-06-02,9445943515,Urgencia,Ciudadano,Si,Salud,0,Problema con obra social o empresa de medicina prepaga,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-02,2555943515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,40,
2021-06-02,6555943515,Urgencia,Ciudadano,Si,Violencia de género,0,Violencia intrafamiliar,Córdoba,Villa María,PNR - Línea 145,Línea 145,,,,Consultante,,,30,14
2021-06-03,1565943515,Urgencia,Ciudadano,Si,Víctima de delito,0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-03,2565943515,Urgencia,Ciudadano,Si,Trata,1,Otro,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-03,3565943515,Urgencia,Ciudadano,No,Trata,1,Salud mental,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Argentina,Santa Fe,Rosario,Consultante,,Mujer,70,82
2021-06-03,9475943515,Urgencia,Ciudadano,Si,Salud,0,Covid-19,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-03,5575943515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-06-03,6575943515,Urgencia,Ciudadano,Si,Trata,1,Persona desaparecida,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,,,,,,,90
2021-06-03,7575943515,Urgencia,Ciudadano,No,Violencia de género,0,Física,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,52,
